VARIABLES ="X","H","U","surface" 
Zone T="0" i=200,j=1
0.0 0.10320785641670227 0.04379120469093323 3728.1032078564167
12.5 0.07640793919563293 0.017444223165512085 3730.0764079391956
25.0 0.05853107571601868 -0.003145188093185425 3732.058531075716
37.5 0.06622055172920227 0.008517652750015259 3734.066220551729
50.0 0.08824887871742249 0.04503360390663147 3734.0882488787174
62.5 0.140315443277359 0.09880653023719788 3734.1403154432774
75.0 0.3468001186847687 0.21374598145484924 3730.3468001186848
87.5 1.4493341445922852 0.46997013688087463 3727.4493341445923
100.0 3.5235755443573 0.43576517701148987 3723.5235755443573
112.5 8.85200023651123 0.009824901819229126 3722.8520002365112
125.0 18.836965560913086 0.5327285528182983 3720.836965560913
137.5 28.362394332885742 -0.32889947295188904 3718.3623943328857
150.0 33.459712982177734 -0.20254501700401306 3715.4597129821777
162.5 38.73371887207031 -0.15685972571372986 3712.7337188720703
175.0 45.021297454833984 0.11508551239967346 3709.021297454834
187.5 49.92622375488281 0.3699001371860504 3699.926223754883
200.0 51.34518814086914 0.5376912355422974 3693.345188140869
212.5 52.697200775146484 0.6091660261154175 3686.6972007751465
225.0 56.486595153808594 0.63133704662323 3678.4865951538086
237.5 62.715030670166016 0.6260002851486206 3668.715030670166
250.0 67.41802978515625 0.605056643486023 3663.4180297851562
262.5 71.30697631835938 0.5678962469100952 3659.3069763183594
275.0 77.30343627929688 0.5219529867172241 3653.303436279297
287.5 84.87969970703125 0.4746960699558258 3648.8796997070312
300.0 90.13310241699219 0.43634024262428284 3646.133102416992
312.5 94.01661682128906 0.4159521162509918 3642.016616821289
325.0 96.39375305175781 0.3923610746860504 3638.393753051758
337.5 98.13746643066406 0.3397802412509918 3630.137466430664
350.0 97.54641723632812 0.2580679953098297 3625.546417236328
362.5 97.22848510742188 0.1874317228794098 3619.228485107422
375.0 96.62511444091797 0.16694727540016174 3610.625114440918
387.5 94.90636444091797 0.20146527886390686 3598.906364440918
400.0 93.85603332519531 0.2611497938632965 3591.8560333251953
412.5 93.4964599609375 0.3227933943271637 3587.4964599609375
425.0 92.18853759765625 0.3371242582798004 3578.1885375976562
437.5 89.16056823730469 0.25628653168678284 3567.1605682373047
450.0 87.75933837890625 0.07507219910621643 3561.7593383789062
462.5 88.51165771484375 -0.08923253417015076 3556.5116577148438
475.0 91.16786193847656 -0.18989333510398865 3551.1678619384766
487.5 93.87173461914062 -0.22991499304771423 3543.8717346191406
500.0 94.00260162353516 -0.23889407515525818 3540.002601623535
512.5 93.0385513305664 -0.2295595109462738 3535.0385513305664
525.0 91.08995056152344 -0.17587146162986755 3527.0899505615234
537.5 86.91345977783203 -0.11359485983848572 3518.913459777832
550.0 83.9752426147461 -0.08223399519920349 3513.975242614746
562.5 82.73213195800781 -0.09394392371177673 3508.732131958008
575.0 82.36384582519531 -0.11961802840232849 3502.3638458251953
587.5 83.21113586425781 -0.145420640707016 3495.211135864258
600.0 84.15750885009766 -0.13644275069236755 3490.1575088500977
612.5 84.03558349609375 -0.093817800283432 3484.0355834960938
625.0 83.52421569824219 -0.0366416871547699 3475.524215698242
637.5 81.34671783447266 0.21098747849464417 3465.3467178344727
650.0 80.92256164550781 0.5628904104232788 3458.922561645508
662.5 80.69348907470703 0.7450026273727417 3452.693489074707
675.0 80.58234405517578 0.5570377111434937 3444.582344055176
687.5 82.84274291992188 0.2512582838535309 3434.842742919922
700.0 84.77728271484375 0.08073940873146057 3428.7772827148438
712.5 86.55934143066406 -0.062341779470443726 3422.559341430664
725.0 86.9784927368164 -0.24030789732933044 3412.9784927368164
737.5 84.40597534179688 -0.3490076959133148 3398.405975341797
750.0 82.26487731933594 -0.34940633177757263 3388.264877319336
762.5 79.88841247558594 0.03229847550392151 3379.888412475586
775.0 78.98350524902344 0.17831173539161682 3368.9835052490234
787.5 77.23109436035156 0.16159000992774963 3355.2310943603516
800.0 76.62986755371094 0.06027117371559143 3346.629867553711
812.5 76.42007446289062 -0.02992209792137146 3338.4200744628906
825.0 73.81584167480469 -0.07925805449485779 3327.8158416748047
837.5 70.45071411132812 0.04974690079689026 3314.450714111328
850.0 69.952392578125 0.14107075333595276 3307.952392578125
862.5 69.5334701538086 0.19670048356056213 3303.5334701538086
875.0 69.30023193359375 0.1711348593235016 3297.3002319335938
887.5 69.1850357055664 0.04027310013771057 3289.1850357055664
900.0 70.39512634277344 -0.25123700499534607 3284.3951263427734
912.5 69.30912017822266 -0.3476730287075043 3279.3091201782227
925.0 66.82475280761719 -0.2595544755458832 3272.824752807617
937.5 62.71615982055664 -0.0392666757106781 3262.7161598205566
950.0 58.85205078125 0.10982838273048401 3254.85205078125
962.5 56.08447265625 0.039565473794937134 3248.08447265625
975.0 54.45163345336914 -0.25854071974754333 3242.451633453369
987.5 54.101295471191406 -0.6344426870346069 3232.1012954711914
1000.0 53.22208023071289 -0.8007315397262573 3227.222080230713
1012.5 49.63252258300781 -0.7061530351638794 3219.632522583008
1025.0 46.22784423828125 -0.4546137750148773 3210.2278442382812
1037.5 43.008731842041016 -0.14417871832847595 3201.008731842041
1050.0 41.47600173950195 0.0500737726688385 3195.476001739502
1062.5 41.05118179321289 0.029329925775527954 3191.051181793213
1075.0 39.35922622680664 -0.06991562247276306 3185.3592262268066
1087.5 36.225162506103516 -0.11869820952415466 3174.2251625061035
1100.0 34.80070877075195 -0.10053262114524841 3168.800708770752
1112.5 33.63461685180664 -0.15534457564353943 3161.6346168518066
1125.0 33.256919860839844 -0.2880004346370697 3155.25691986084
1137.5 30.474151611328125 -0.5562247037887573 3144.474151611328
1150.0 26.813152313232422 -0.8734582662582397 3138.8131523132324
1162.5 24.392433166503906 -0.8807228803634644 3130.392433166504
1175.0 18.38886260986328 -0.6838797330856323 3120.3888626098633
1187.5 10.037093162536621 -0.5150927305221558 3104.0370931625366
1200.0 5.4460129737854 -0.23577579855918884 3095.4460129737854
1212.5 3.4574007987976074 -0.16635450720787048 3089.4574007987976
1225.0 0.0 -0.2989846169948578 3090.0
1237.5 0.0 -0.16186699271202087 3078.0
1250.0 0.0 -0.10687705874443054 3072.0
1262.5 0.1481204330921173 -0.07169350981712341 3066.148120433092
1275.0 0.13761284947395325 -0.034145206212997437 3064.137612849474
1287.5 0.07828238606452942 -0.005728572607040405 3060.0782823860645
1300.0 0.04370740056037903 -0.019523829221725464 3058.0437074005604
1312.5 0.010526686906814575 -0.04133448004722595 3058.010526686907
1325.0 0.0 -0.05467209219932556 3056.0
1337.5 0.0 -0.05286833643913269 3052.0
1350.0 0.0 -0.05831387639045715 3050.0
1362.5 0.020955592393875122 -0.07331344485282898 3048.020955592394
1375.0 0.02064421772956848 -0.059282392263412476 3046.0206442177296
1387.5 0.026989489793777466 -0.052166908979415894 3042.026989489794
1400.0 0.04380849003791809 -0.056682437658309937 3042.043808490038
1412.5 0.047831565141677856 -0.060527533292770386 3042.0478315651417
1425.0 0.03966858983039856 -0.06263789534568787 3040.0396685898304
1437.5 0.0235157310962677 -0.06376180052757263 3036.0235157310963
1450.0 0.003944903612136841 -0.06513985991477966 3032.003944903612
1462.5 0.0 -0.06677231192588806 3026.0
1475.0 0.0 -0.06802019476890564 3020.0
1487.5 0.0 -0.06859549880027771 3008.0
1500.0 0.0 -0.06817683577537537 3002.0
1512.5 0.0 -0.06677040457725525 2996.0
1525.0 0.008041411638259888 -0.06511721014976501 2992.0080414116383
1537.5 0.019234687089920044 -0.06190595030784607 2982.01923468709
1550.0 0.025268107652664185 -0.0576225221157074 2976.0252681076527
1562.5 0.02695038914680481 -0.05063113570213318 2970.026950389147
1575.0 0.02497723698616028 -0.041433900594711304 2964.024977236986
1587.5 0.018997222185134888 -0.033745378255844116 2952.018997222185
1600.0 0.010571986436843872 -0.03217753767967224 2942.010571986437
1612.5 0.00020936131477355957 -0.03918752074241638 2934.000209361315
1625.0 0.0 -0.053486913442611694 2924.0
1637.5 0.0 -0.07184180617332458 2910.0
1650.0 0.0 -0.09187278151512146 2900.0
1662.5 0.0 -0.10857638716697693 2892.0
1675.0 0.0 -0.09710511565208435 2884.0
1687.5 0.0 -0.05543193221092224 2880.0
1700.0 0.09322217106819153 -0.06627854704856873 2880.093222171068
1712.5 0.7465476989746094 -0.15270885825157166 2880.7465476989746
1725.0 1.1727089881896973 -0.21304473280906677 2881.1727089881897
1737.5 1.338597297668457 -0.24001750349998474 2881.3385972976685
1750.0 1.2202496528625488 -0.2344575822353363 2881.2202496528625
1762.5 0.7050580978393555 -0.19081029295921326 2880.7050580978394
1775.0 0.010541468858718872 -0.12153252959251404 2880.0105414688587
1787.5 0.0 -0.10841616988182068 2880.0
1800.0 0.0 -0.1075807511806488 2880.0
1812.5 0.0 -0.10406503081321716 2880.0
1825.0 0.0 -0.10032281279563904 2880.0
1837.5 0.0 -0.09160003066062927 2880.0
1850.0 0.0 -0.07768687605857849 2880.0
1862.5 0.0 -0.062053292989730835 2882.0
1875.0 0.009237796068191528 -0.049052804708480835 2886.009237796068
1887.5 0.026691466569900513 -0.040561288595199585 2892.02669146657
1900.0 0.03310588002204895 -0.03510722517967224 2898.033105880022
1912.5 0.033894091844558716 -0.028989404439926147 2902.0338940918446
1925.0 0.03673890233039856 -0.018988221883773804 2904.0367389023304
1937.5 0.04353097081184387 -0.006661027669906616 2906.043530970812
1950.0 0.055543452501297 0.002498060464859009 2908.0555434525013
1962.5 0.055325061082839966 0.008138090372085571 2910.055325061083
1975.0 0.03249505162239075 0.010585218667984009 2912.0324950516224
1987.5 0.0021548569202423096 0.008341223001480103 2914.0021548569202
2000.0 0.0 0.003559499979019165 2916.0
2012.5 0.0 0.00136604905128479 2918.0
2025.0 0.0 0.0035766661167144775 2920.0
2037.5 0.00838521122932434 0.0077003538608551025 2922.0083852112293
2050.0 0.029714137315750122 0.00638619065284729 2926.0297141373158
2062.5 0.07068350911140442 -0.012011140584945679 2928.0706835091114
2075.0 0.08749058842658997 -0.03691014647483826 2930.0874905884266
2087.5 0.08821538090705872 -0.05257949233055115 2934.088215380907
2100.0 0.05808785557746887 -0.05537042021751404 2938.0580878555775
2112.5 0.01266053318977356 -0.044444650411605835 2942.01266053319
2125.0 0.0 -0.026016324758529663 2944.0
2137.5 0.0 -0.011156648397445679 2950.0
2150.0 0.0 -0.00273856520652771 2956.0
2162.5 0.0 -0.001813262701034546 2960.0
2175.0 0.0 -0.01000925898551941 2964.0
2187.5 0.0 -0.022523730993270874 2972.0
2200.0 0.012900859117507935 -0.03283032774925232 2976.0129008591175
2212.5 0.028858691453933716 -0.0392511785030365 2980.028858691454
2225.0 0.04179719090461731 -0.042187243700027466 2984.0417971909046
2237.5 0.05081990361213684 -0.04342147707939148 2990.050819903612
2250.0 0.058402568101882935 -0.04492577910423279 2994.058402568102
2262.5 0.06790593266487122 -0.046372562646865845 2998.067905932665
2275.0 0.08104375004768372 -0.04521143436431885 3002.0810437500477
2287.5 0.09717133641242981 -0.040315985679626465 3008.0971713364124
2300.0 0.11121132969856262 -0.03256288170814514 3014.1112113296986
2312.5 0.11426499485969543 -0.027474015951156616 3020.1142649948597
2325.0 0.10167363286018372 -0.028004556894302368 3024.10167363286
2337.5 0.07580426335334778 -0.03222915530204773 3028.0758042633533
2350.0 0.04539349675178528 -0.03747245669364929 3034.045393496752
2362.5 0.019071131944656372 -0.041270822286605835 3036.0190711319447
2375.0 0.002683192491531372 -0.04401618242263794 3040.0026831924915
2387.5 0.0 -0.04630500078201294 3044.0
2400.0 0.002888232469558716 -0.04889184236526489 3048.0028882324696
2412.5 0.012544184923171997 -0.056059032678604126 3052.012544184923
2425.0 0.021016627550125122 -0.06927630305290222 3056.02101662755
2437.5 0.021008998155593872 -0.08091601729393005 3060.0210089981556
2450.0 0.0018697082996368408 -0.08377799391746521 3066.0018697082996
2462.5 0.007618933916091919 -0.0609411895275116 3070.007618933916
